          93
      11875.000,      -9405.000,   51,  249,   96, 1747, 1747,
      11925.000,      -9405.000,   52,  254,   96, 1748, 1748,
      11915.000,      -9405.000,   53,  253,   96, 1748, 1748,
      11905.000,      -9405.000,   54,  252,   96, 1748, 1748,
      11955.000,      -9405.000,   55,  257,   96, 1749, 1749,
      11945.000,      -9405.000,   56,  256,   96, 1749, 1749,
      11935.000,      -9405.000,   57,  255,   96, 1749, 1749,
      11835.000,      -9375.000,   58,  245,   99, 1761, 1761,
      11835.000,      -9365.000,   59,  245,  100, 1761, 1761,
      11835.000,      -9355.000,   60,  245,  101, 1761, 1761,
      11835.000,      -9345.000,   61,  245,  102, 1767, 1767,
      11835.000,      -9335.000,   62,  245,  103, 1767, 1767,
      11835.000,      -9325.000,   63,  245,  104, 1767, 1767,
      11805.000,      -9105.000,   64,  242,  126, 1796, 1796,
      11795.000,      -9095.000,   65,  241,  127, 1796, 1796,
      11785.000,      -9085.000,   66,  240,  128, 1796, 1796,
      11775.000,      -9075.000,   67,  239,  129, 1800, 1800,
      11775.000,      -9065.000,   68,  239,  130, 1800, 1800,
      11775.000,      -9055.000,   69,  239,  131, 1800, 1800,
      11835.000,      -8985.000,   70,  245,  138, 1815, 1815,
      11835.000,      -8975.000,   71,  245,  139, 1815, 1815,
      11835.000,      -8965.000,   72,  245,  140, 1815, 1815,
      11775.000,      -8835.000,   73,  239,  153, 1843, 1843,
      11765.000,      -8825.000,   74,  238,  154, 1843, 1843,
      11755.000,      -8815.000,   75,  237,  155, 1843, 1843,
      11745.000,      -8775.000,   76,  236,  159, 1855, 1855,
      11755.000,      -8765.000,   77,  237,  160, 1855, 1855,
      11765.000,      -8755.000,   78,  238,  161, 1855, 1855,
      11775.000,      -8715.000,   79,  239,  165, 1865, 1865,
      11775.000,      -8705.000,   80,  239,  166, 1865, 1865,
      11775.000,      -8695.000,   81,  239,  167, 1865, 1865,
      11745.000,      -8625.000,   82,  236,  174, 1878, 1878,
      11735.000,      -8615.000,   83,  235,  175, 1878, 1878,
      11725.000,      -8605.000,   84,  234,  176, 1878, 1878,
      11715.000,      -8535.000,   85,  233,  183, 1891, 1891,
      11715.000,      -8525.000,   86,  233,  184, 1891, 1891,
      11715.000,      -8515.000,   87,  233,  185, 1891, 1891,
      11685.000,      -8475.000,   88,  230,  189, 1900, 1900,
      11695.000,      -8465.000,   89,  231,  190, 1900, 1900,
      11705.000,      -8455.000,   90,  232,  191, 1900, 1900,
      11685.000,      -8325.000,   91,  230,  204, 1920, 1920,
      11685.000,      -8315.000,   92,  230,  205, 1920, 1920,
      11685.000,      -8305.000,   93,  230,  206, 1920, 1920,
