         836
x,y,i,j
      13440.000,      -5035.000,  406,  533
      13440.000,      -5025.000,  406,  534
      13450.000,      -5015.000,  407,  535
      13450.000,      -5005.000,  407,  536
      13450.000,      -4995.000,  407,  537
      13460.000,      -4985.000,  408,  538
      13460.000,      -4975.000,  408,  539
      13460.000,      -4965.000,  408,  540
      13460.000,      -4955.000,  408,  541
      13470.000,      -4945.000,  409,  542
      13470.000,      -4935.000,  409,  543
      13470.000,      -4925.000,  409,  544
      13470.000,      -4915.000,  409,  545
      13480.000,      -4905.000,  410,  546
      13480.000,      -4895.000,  410,  547
      13480.000,      -4885.000,  410,  548
      13480.000,      -4875.000,  410,  549
      13480.000,      -4865.000,  410,  550
      13480.000,      -4855.000,  410,  551
      13490.000,      -4845.000,  411,  552
      13490.000,      -4835.000,  411,  553
      13490.000,      -4825.000,  411,  554
      13490.000,      -4815.000,  411,  555
      13490.000,      -4805.000,  411,  556
