    3,# of div
x,y,i2d,j2d,i1d,itr,dist
      11415.000,      -7545.000,  203,  282,      2055,    1,     0.000
      11425.000,      -7535.000,  204,  283,      2055,    2,     0.000
      11435.000,      -7525.000,  205,  284,      2055,    3,     0.000
      11625.000,      -7545.000,  224,  282,      2056,    1,     0.000
      11625.000,      -7535.000,  224,  283,      2056,    2,     0.000
      11625.000,      -7525.000,  224,  284,      2056,    3,     0.000
      11685.000,      -7545.000,  230,  282,      2057,    1,     0.000
      11675.000,      -7535.000,  229,  283,      2057,    2,     0.000
      11665.000,      -7525.000,  228,  284,      2057,    3,     0.000
      11955.000,      -7545.000,  257,  282,      2058,    1,     0.000
      11965.000,      -7535.000,  258,  283,      2058,    2,     0.000
      11975.000,      -7525.000,  259,  284,      2058,    3,     0.000
      12075.000,      -7545.000,  269,  282,      2059,    1,     0.000
      12075.000,      -7535.000,  269,  283,      2059,    2,     0.000
      12075.000,      -7525.000,  269,  284,      2059,    3,     0.000
      11445.000,      -7515.000,  206,  285,      2060,    1,     0.000
      11445.000,      -7505.000,  206,  286,      2060,    2,     0.000
      11445.000,      -7495.000,  206,  287,      2060,    3,     0.000
      11625.000,      -7515.000,  224,  285,      2061,    1,     0.000
      11635.000,      -7505.000,  225,  286,      2061,    2,     0.000
      11645.000,      -7495.000,  226,  287,      2061,    3,     0.000
      11655.000,      -7515.000,  227,  285,      2062,    1,     0.000
      11655.000,      -7505.000,  227,  286,      2062,    2,     0.000
      11655.000,      -7495.000,  227,  287,      2062,    3,     0.000
      11985.000,      -7515.000,  260,  285,      2063,    1,     0.000
      11985.000,      -7505.000,  260,  286,      2063,    2,     0.000
      11985.000,      -7495.000,  260,  287,      2063,    3,     0.000
      12075.000,      -7515.000,  269,  285,      2064,    1,     0.000
      12075.000,      -7505.000,  269,  286,      2064,    2,     0.000
      12075.000,      -7495.000,  269,  287,      2064,    3,     0.000
      11445.000,      -7485.000,  206,  288,      2065,    1,     0.000
      11455.000,      -7475.000,  207,  289,      2065,    2,     0.000
      11465.000,      -7465.000,  208,  290,      2065,    3,     0.000
      11655.000,      -7485.000,  227,  288,      2066,    1,     0.000
      11655.000,      -7475.000,  227,  289,      2066,    2,     0.000
      11655.000,      -7465.000,  227,  290,      2066,    3,     0.000
      11835.000,      -7485.000,  245,  288,      2067,    1,     0.000
      11835.000,      -7475.000,  245,  289,      2067,    2,     0.000
      11835.000,      -7465.000,  245,  290,      2067,    3,     0.000
      11985.000,      -7485.000,  260,  288,      2068,    1,     0.000
      11985.000,      -7475.000,  260,  289,      2068,    2,     0.000
      11985.000,      -7465.000,  260,  290,      2068,    3,     0.000
      12075.000,      -7485.000,  269,  288,      2069,    1,     0.000
      12075.000,      -7475.000,  269,  289,      2069,    2,     0.000
      12075.000,      -7465.000,  269,  290,      2069,    3,     0.000
      11475.000,      -7455.000,  209,  291,      2070,    1,     0.000
      11485.000,      -7445.000,  210,  292,      2070,    2,     0.000
      11495.000,      -7435.000,  211,  293,      2070,    3,     0.000
      11655.000,      -7455.000,  227,  291,      2071,    1,     0.000
      11655.000,      -7445.000,  227,  292,      2071,    2,     0.000
      11655.000,      -7435.000,  227,  293,      2071,    3,     0.000
      11835.000,      -7455.000,  245,  291,      2072,    1,     0.000
      11835.000,      -7445.000,  245,  292,      2072,    2,     0.000
      11835.000,      -7435.000,  245,  293,      2072,    3,     0.000
      11985.000,      -7455.000,  260,  291,      2073,    1,     0.000
      11995.000,      -7445.000,  261,  292,      2073,    2,     0.000
      12005.000,      -7435.000,  262,  293,      2073,    3,     0.000
      12075.000,      -7455.000,  269,  291,      2074,    1,     0.000
      12065.000,      -7445.000,  268,  292,      2074,    2,     0.000
      12055.000,      -7435.000,  267,  293,      2074,    3,     0.000
      11505.000,      -7425.000,  212,  294,      2075,    1,     0.000
      11505.000,      -7415.000,  212,  295,      2075,    2,     0.000
      11505.000,      -7405.000,  212,  296,      2075,    3,     0.000
      11655.000,      -7425.000,  227,  294,      2076,    1,     0.000
      11665.000,      -7415.000,  228,  295,      2076,    2,     0.000
      11675.000,      -7405.000,  229,  296,      2076,    3,     0.000
      11835.000,      -7425.000,  245,  294,      2077,    1,     0.000
      11835.000,      -7415.000,  245,  295,      2077,    2,     0.000
      11835.000,      -7405.000,  245,  296,      2077,    3,     0.000
      12015.000,      -7425.000,  263,  294,      2078,    1,     0.000
      12015.000,      -7415.000,  263,  295,      2078,    2,     0.000
      12015.000,      -7405.000,  263,  296,      2078,    3,     0.000
      12045.000,      -7425.000,  266,  294,      2079,    1,     0.000
      12035.000,      -7415.000,  265,  295,      2079,    2,     0.000
      12025.000,      -7405.000,  264,  296,      2079,    3,     0.000
      11505.000,      -7395.000,  212,  297,      2080,    1,     0.000
      11505.000,      -7385.000,  212,  298,      2080,    2,     0.000
      11505.000,      -7375.000,  212,  299,      2080,    3,     0.000
      11685.000,      -7395.000,  230,  297,      2081,    1,     0.000
      11685.000,      -7385.000,  230,  298,      2081,    2,     0.000
      11685.000,      -7375.000,  230,  299,      2081,    3,     0.000
      11835.000,      -7395.000,  245,  297,      2082,    1,     0.000
      11825.000,      -7385.000,  244,  298,      2082,    2,     0.000
      11815.000,      -7375.000,  243,  299,      2082,    3,     0.000
      12015.000,      -7395.000,  263,  297,      2083,    1,     0.000
      12025.000,      -7385.000,  264,  298,      2083,    2,     0.000
      12035.000,      -7375.000,  265,  299,      2083,    3,     0.000
      11505.000,      -7365.000,  212,  300,      2084,    1,     0.000
      11505.000,      -7355.000,  212,  301,      2084,    2,     0.000
      11505.000,      -7345.000,  212,  302,      2084,    3,     0.000
      11685.000,      -7365.000,  230,  300,      2085,    1,     0.000
      11685.000,      -7355.000,  230,  301,      2085,    2,     0.000
      11685.000,      -7345.000,  230,  302,      2085,    3,     0.000
      11805.000,      -7365.000,  242,  300,      2086,    1,     0.000
      11805.000,      -7355.000,  242,  301,      2086,    2,     0.000
      11805.000,      -7345.000,  242,  302,      2086,    3,     0.000
      12045.000,      -7365.000,  266,  300,      2087,    1,     0.000
      12045.000,      -7355.000,  266,  301,      2087,    2,     0.000
      12045.000,      -7345.000,  266,  302,      2087,    3,     0.000
      11385.000,      -7335.000,  200,  303,      2088,    1,     0.000
      11385.000,      -7325.000,  200,  304,      2088,    2,     0.000
      11385.000,      -7315.000,  200,  305,      2088,    3,     0.000
      11505.000,      -7335.000,  212,  303,      2089,    1,     0.000
      11505.000,      -7325.000,  212,  304,      2089,    2,     0.000
      11505.000,      -7315.000,  212,  305,      2089,    3,     0.000
      11685.000,      -7335.000,  230,  303,      2090,    1,     0.000
      11685.000,      -7325.000,  230,  304,      2090,    2,     0.000
      11685.000,      -7315.000,  230,  305,      2090,    3,     0.000
      11805.000,      -7335.000,  242,  303,      2091,    1,     0.000
      11805.000,      -7325.000,  242,  304,      2091,    2,     0.000
      11805.000,      -7315.000,  242,  305,      2091,    3,     0.000
      11895.000,      -7335.000,  251,  303,      2092,    1,     0.000
      11905.000,      -7325.000,  252,  304,      2092,    2,     0.000
      11915.000,      -7315.000,  253,  305,      2092,    3,     0.000
      12045.000,      -7335.000,  266,  303,      2093,    1,     0.000
      12045.000,      -7325.000,  266,  304,      2093,    2,     0.000
      12045.000,      -7315.000,  266,  305,      2093,    3,     0.000
      11385.000,      -7305.000,  200,  306,      2094,    1,     0.000
      11385.000,      -7295.000,  200,  307,      2094,    2,     0.000
      11385.000,      -7285.000,  200,  308,      2094,    3,     0.000
      11505.000,      -7305.000,  212,  306,      2095,    1,     0.000
      11495.000,      -7295.000,  211,  307,      2095,    2,     0.000
      11485.000,      -7285.000,  210,  308,      2095,    3,     0.000
      11685.000,      -7305.000,  230,  306,      2096,    1,     0.000
      11685.000,      -7295.000,  230,  307,      2096,    2,     0.000
      11685.000,      -7285.000,  230,  308,      2096,    3,     0.000
      11805.000,      -7305.000,  242,  306,      2097,    1,     0.000
      11795.000,      -7295.000,  241,  307,      2097,    2,     0.000
      11785.000,      -7285.000,  240,  308,      2097,    3,     0.000
      11925.000,      -7305.000,  254,  306,      2098,    1,     0.000
      11935.000,      -7295.000,  255,  307,      2098,    2,     0.000
      11945.000,      -7285.000,  256,  308,      2098,    3,     0.000
      12045.000,      -7305.000,  266,  306,      2099,    1,     0.000
      12045.000,      -7295.000,  266,  307,      2099,    2,     0.000
      12045.000,      -7285.000,  266,  308,      2099,    3,     0.000
      11385.000,      -7275.000,  200,  309,      2100,    1,     0.000
      11395.000,      -7265.000,  201,  310,      2100,    2,     0.000
      11405.000,      -7255.000,  202,  311,      2100,    3,     0.000
      11475.000,      -7275.000,  209,  309,      2101,    1,     0.000
      11465.000,      -7265.000,  208,  310,      2101,    2,     0.000
      11455.000,      -7255.000,  207,  311,      2101,    3,     0.000
      11685.000,      -7275.000,  230,  309,      2102,    1,     0.000
      11685.000,      -7265.000,  230,  310,      2102,    2,     0.000
      11685.000,      -7255.000,  230,  311,      2102,    3,     0.000
      11775.000,      -7275.000,  239,  309,      2103,    1,     0.000
      11765.000,      -7265.000,  238,  310,      2103,    2,     0.000
      11755.000,      -7255.000,  237,  311,      2103,    3,     0.000
      11955.000,      -7275.000,  257,  309,      2104,    1,     0.000
      11955.000,      -7265.000,  257,  310,      2104,    2,     0.000
      11955.000,      -7255.000,  257,  311,      2104,    3,     0.000
      12045.000,      -7275.000,  266,  309,      2105,    1,     0.000
      12045.000,      -7265.000,  266,  310,      2105,    2,     0.000
      12045.000,      -7255.000,  266,  311,      2105,    3,     0.000
      11415.000,      -7245.000,  203,  312,      2106,    1,     0.000
      11415.000,      -7235.000,  203,  313,      2106,    2,     0.000
      11415.000,      -7225.000,  203,  314,      2106,    3,     0.000
      11445.000,      -7245.000,  206,  312,      2107,    1,     0.000
      11435.000,      -7235.000,  205,  313,      2107,    2,     0.000
      11425.000,      -7225.000,  204,  314,      2107,    3,     0.000
      11685.000,      -7245.000,  230,  312,      2108,    1,     0.000
      11675.000,      -7235.000,  229,  313,      2108,    2,     0.000
      11665.000,      -7225.000,  228,  314,      2108,    3,     0.000
      11745.000,      -7245.000,  236,  312,      2109,    1,     0.000
      11745.000,      -7235.000,  236,  313,      2109,    2,     0.000
      11745.000,      -7225.000,  236,  314,      2109,    3,     0.000
      11955.000,      -7245.000,  257,  312,      2110,    1,     0.000
      11965.000,      -7235.000,  258,  313,      2110,    2,     0.000
      11975.000,      -7225.000,  259,  314,      2110,    3,     0.000
      12045.000,      -7245.000,  266,  312,      2111,    1,     0.000
      12045.000,      -7235.000,  266,  313,      2111,    2,     0.000
      12045.000,      -7225.000,  266,  314,      2111,    3,     0.000
      11415.000,      -7215.000,  203,  315,      2112,    1,     0.000
      11405.000,      -7205.000,  202,  316,      2112,    2,     0.000
      11395.000,      -7195.000,  201,  317,      2112,    3,     0.000
      11655.000,      -7215.000,  227,  315,      2113,    1,     0.000
      11655.000,      -7205.000,  227,  316,      2113,    2,     0.000
      11655.000,      -7195.000,  227,  317,      2113,    3,     0.000
      11745.000,      -7215.000,  236,  315,      2114,    1,     0.000
      11735.000,      -7205.000,  235,  316,      2114,    2,     0.000
      11725.000,      -7195.000,  234,  317,      2114,    3,     0.000
      11985.000,      -7215.000,  260,  315,      2115,    1,     0.000
      11995.000,      -7205.000,  261,  316,      2115,    2,     0.000
      12005.000,      -7195.000,  262,  317,      2115,    3,     0.000
      12045.000,      -7215.000,  266,  315,      2116,    1,     0.000
      12045.000,      -7205.000,  266,  316,      2116,    2,     0.000
      12045.000,      -7195.000,  266,  317,      2116,    3,     0.000
      11385.000,      -7185.000,  200,  318,      2117,    1,     0.000
      11385.000,      -7175.000,  200,  319,      2117,    2,     0.000
      11385.000,      -7165.000,  200,  320,      2117,    3,     0.000
      11565.000,      -7185.000,  218,  318,      2118,    1,     0.000
      11565.000,      -7175.000,  218,  319,      2118,    2,     0.000
      11565.000,      -7165.000,  218,  320,      2118,    3,     0.000
      11655.000,      -7185.000,  227,  318,      2119,    1,     0.000
      11655.000,      -7175.000,  227,  319,      2119,    2,     0.000
      11655.000,      -7165.000,  227,  320,      2119,    3,     0.000
      11715.000,      -7185.000,  233,  318,      2120,    1,     0.000
      11715.000,      -7175.000,  233,  319,      2120,    2,     0.000
      11715.000,      -7165.000,  233,  320,      2120,    3,     0.000
      12015.000,      -7185.000,  263,  318,      2121,    1,     0.000
      12025.000,      -7175.000,  264,  319,      2121,    2,     0.000
      12035.000,      -7165.000,  265,  320,      2121,    3,     0.000
      12045.000,      -7185.000,  266,  318,      2122,    1,     0.000
      12045.000,      -7175.000,  266,  319,      2122,    2,     0.000
      12045.000,      -7165.000,  266,  320,      2122,    3,     0.000
      11385.000,      -7155.000,  200,  321,      2123,    1,     0.000
      11385.000,      -7145.000,  200,  322,      2123,    2,     0.000
      11385.000,      -7135.000,  200,  323,      2123,    3,     0.000
      11565.000,      -7155.000,  218,  321,      2124,    1,     0.000
      11555.000,      -7145.000,  217,  322,      2124,    2,     0.000
      11545.000,      -7135.000,  216,  323,      2124,    3,     0.000
      11655.000,      -7155.000,  227,  321,      2125,    1,     0.000
      11655.000,      -7145.000,  227,  322,      2125,    2,     0.000
      11655.000,      -7135.000,  227,  323,      2125,    3,     0.000
      11715.000,      -7155.000,  233,  321,      2126,    1,     0.000
      11705.000,      -7145.000,  232,  322,      2126,    2,     0.000
      11695.000,      -7135.000,  231,  323,      2126,    3,     0.000
      11865.000,      -7155.000,  248,  321,      2127,    1,     0.000
      11865.000,      -7145.000,  248,  322,      2127,    2,     0.000
      11865.000,      -7135.000,  248,  323,      2127,    3,     0.000
      12045.000,      -7155.000,  266,  321,      2128,    1,     0.000
      12045.000,      -7145.000,  266,  322,      2128,    2,     0.000
      12045.000,      -7135.000,  266,  323,      2128,    3,     0.000
      11385.000,      -7125.000,  200,  324,      2129,    1,     0.000
      11395.000,      -7115.000,  201,  325,      2129,    2,     0.000
      11405.000,      -7105.000,  202,  326,      2129,    3,     0.000
      11535.000,      -7125.000,  215,  324,      2130,    1,     0.000
      11535.000,      -7115.000,  215,  325,      2130,    2,     0.000
      11535.000,      -7105.000,  215,  326,      2130,    3,     0.000
      11655.000,      -7125.000,  227,  324,      2131,    1,     0.000
      11655.000,      -7115.000,  227,  325,      2131,    2,     0.000
      11655.000,      -7105.000,  227,  326,      2131,    3,     0.000
      11685.000,      -7125.000,  230,  324,      2132,    1,     0.000
      11675.000,      -7125.000,  229,  324,      2132,    2,     0.000
      11665.000,      -7125.000,  228,  324,      2132,    3,     0.000
      11865.000,      -7125.000,  248,  324,      2133,    1,     0.000
      11865.000,      -7115.000,  248,  325,      2133,    2,     0.000
      11865.000,      -7105.000,  248,  326,      2133,    3,     0.000
      12045.000,      -7125.000,  266,  324,      2134,    1,     0.000
      12045.000,      -7115.000,  266,  325,      2134,    2,     0.000
      12045.000,      -7105.000,  266,  326,      2134,    3,     0.000
      11415.000,      -7095.000,  203,  327,      2135,    1,     0.000
      11415.000,      -7085.000,  203,  328,      2135,    2,     0.000
      11415.000,      -7075.000,  203,  329,      2135,    3,     0.000
      11535.000,      -7095.000,  215,  327,      2136,    1,     0.000
      11535.000,      -7085.000,  215,  328,      2136,    2,     0.000
      11535.000,      -7075.000,  215,  329,      2136,    3,     0.000
      11655.000,      -7095.000,  227,  327,      2137,    1,     0.000
      11645.000,      -7085.000,  226,  328,      2137,    2,     0.000
      11635.000,      -7075.000,  225,  329,      2137,    3,     0.000
      11865.000,      -7095.000,  248,  327,      2138,    1,     0.000
      11865.000,      -7085.000,  248,  328,      2138,    2,     0.000
      11865.000,      -7075.000,  248,  329,      2138,    3,     0.000
      12045.000,      -7095.000,  266,  327,      2139,    1,     0.000
      12045.000,      -7085.000,  266,  328,      2139,    2,     0.000
      12045.000,      -7075.000,  266,  329,      2139,    3,     0.000
      11415.000,      -7065.000,  203,  330,      2140,    1,     0.000
      11415.000,      -7055.000,  203,  331,      2140,    2,     0.000
      11415.000,      -7045.000,  203,  332,      2140,    3,     0.000
      11535.000,      -7065.000,  215,  330,      2141,    1,     0.000
      11535.000,      -7055.000,  215,  331,      2141,    2,     0.000
      11535.000,      -7045.000,  215,  332,      2141,    3,     0.000
      11625.000,      -7065.000,  224,  330,      2142,    1,     0.000
      11615.000,      -7055.000,  223,  331,      2142,    2,     0.000
      11605.000,      -7045.000,  222,  332,      2142,    3,     0.000
      11775.000,      -7065.000,  239,  330,      2143,    1,     0.000
      11765.000,      -7055.000,  238,  331,      2143,    2,     0.000
      11755.000,      -7045.000,  237,  332,      2143,    3,     0.000
      11865.000,      -7065.000,  248,  330,      2144,    1,     0.000
      11865.000,      -7055.000,  248,  331,      2144,    2,     0.000
      11865.000,      -7045.000,  248,  332,      2144,    3,     0.000
      12045.000,      -7065.000,  266,  330,      2145,    1,     0.000
      12045.000,      -7055.000,  266,  331,      2145,    2,     0.000
      12045.000,      -7045.000,  266,  332,      2145,    3,     0.000
      11415.000,      -7035.000,  203,  333,      2146,    1,     0.000
      11425.000,      -7025.000,  204,  334,      2146,    2,     0.000
      11435.000,      -7015.000,  205,  335,      2146,    3,     0.000
      11535.000,      -7035.000,  215,  333,      2147,    1,     0.000
      11545.000,      -7025.000,  216,  334,      2147,    2,     0.000
      11555.000,      -7015.000,  217,  335,      2147,    3,     0.000
      11595.000,      -7035.000,  221,  333,      2148,    1,     0.000
      11585.000,      -7025.000,  220,  334,      2148,    2,     0.000
      11575.000,      -7015.000,  219,  335,      2148,    3,     0.000
      11745.000,      -7035.000,  236,  333,      2149,    1,     0.000
      11745.000,      -7025.000,  236,  334,      2149,    2,     0.000
      11745.000,      -7015.000,  236,  335,      2149,    3,     0.000
      11865.000,      -7035.000,  248,  333,      2150,    1,     0.000
      11865.000,      -7025.000,  248,  334,      2150,    2,     0.000
      11865.000,      -7015.000,  248,  335,      2150,    3,     0.000
      12045.000,      -7035.000,  266,  333,      2151,    1,     0.000
      12035.000,      -7025.000,  265,  334,      2151,    2,     0.000
      12025.000,      -7015.000,  264,  335,      2151,    3,     0.000
      11445.000,      -7005.000,  206,  336,      2152,    1,     0.000
      11445.000,      -6995.000,  206,  337,      2152,    2,     0.000
      11445.000,      -6985.000,  206,  338,      2152,    3,     0.000
      11565.000,      -7005.000,  218,  336,      2153,    1,     0.000
      11555.000,      -6995.000,  217,  337,      2153,    2,     0.000
      11545.000,      -6985.000,  216,  338,      2153,    3,     0.000
      11745.000,      -7005.000,  236,  336,      2154,    1,     0.000
      11735.000,      -6995.000,  235,  337,      2154,    2,     0.000
      11725.000,      -6985.000,  234,  338,      2154,    3,     0.000
      11865.000,      -7005.000,  248,  336,      2155,    1,     0.000
      11865.000,      -6995.000,  248,  337,      2155,    2,     0.000
      11865.000,      -6985.000,  248,  338,      2155,    3,     0.000
      11925.000,      -7005.000,  254,  336,      2156,    1,     0.000
      11915.000,      -6995.000,  253,  337,      2156,    2,     0.000
      11905.000,      -6985.000,  252,  338,      2156,    3,     0.000
      12015.000,      -7005.000,  263,  336,      2157,    1,     0.000
      12015.000,      -6995.000,  263,  337,      2157,    2,     0.000
      12015.000,      -6985.000,  263,  338,      2157,    3,     0.000
      11445.000,      -6975.000,  206,  339,      2158,    1,     0.000
      11455.000,      -6965.000,  207,  340,      2158,    2,     0.000
      11465.000,      -6955.000,  208,  341,      2158,    3,     0.000
      11535.000,      -6975.000,  215,  339,      2159,    1,     0.000
      11535.000,      -6965.000,  215,  340,      2159,    2,     0.000
      11535.000,      -6955.000,  215,  341,      2159,    3,     0.000
      11715.000,      -6975.000,  233,  339,      2160,    1,     0.000
      11705.000,      -6965.000,  232,  340,      2160,    2,     0.000
      11695.000,      -6955.000,  231,  341,      2160,    3,     0.000
      11865.000,      -6975.000,  248,  339,      2161,    1,     0.000
      11865.000,      -6965.000,  248,  340,      2161,    2,     0.000
      11865.000,      -6955.000,  248,  341,      2161,    3,     0.000
      11895.000,      -6975.000,  251,  339,      2162,    1,     0.000
      11885.000,      -6965.000,  250,  340,      2162,    2,     0.000
      11875.000,      -6955.000,  249,  341,      2162,    3,     0.000
      12015.000,      -6975.000,  263,  339,      2163,    1,     0.000
      12005.000,      -6965.000,  262,  340,      2163,    2,     0.000
      11995.000,      -6955.000,  261,  341,      2163,    3,     0.000
      11385.000,      -6945.000,  200,  342,      2164,    1,     0.000
      11395.000,      -6935.000,  201,  343,      2164,    2,     0.000
      11405.000,      -6925.000,  202,  344,      2164,    3,     0.000
      11475.000,      -6945.000,  209,  342,      2165,    1,     0.000
      11485.000,      -6935.000,  210,  343,      2165,    2,     0.000
      11495.000,      -6925.000,  211,  344,      2165,    3,     0.000
      11535.000,      -6945.000,  215,  342,      2166,    1,     0.000
      11535.000,      -6935.000,  215,  343,      2166,    2,     0.000
      11535.000,      -6925.000,  215,  344,      2166,    3,     0.000
      11685.000,      -6945.000,  230,  342,      2167,    1,     0.000
      11675.000,      -6935.000,  229,  343,      2167,    2,     0.000
      11665.000,      -6925.000,  228,  344,      2167,    3,     0.000
      11865.000,      -6945.000,  248,  342,      2168,    1,     0.000
      11865.000,      -6935.000,  248,  343,      2168,    2,     0.000
      11865.000,      -6925.000,  248,  344,      2168,    3,     0.000
      11985.000,      -6945.000,  260,  342,      2169,    1,     0.000
      11985.000,      -6935.000,  260,  343,      2169,    2,     0.000
      11985.000,      -6925.000,  260,  344,      2169,    3,     0.000
      11415.000,      -6915.000,  203,  345,      2170,    1,     0.000
      11425.000,      -6905.000,  204,  346,      2170,    2,     0.000
      11435.000,      -6895.000,  205,  347,      2170,    3,     0.000
      11505.000,      -6915.000,  212,  345,      2171,    1,     0.000
      11515.000,      -6905.000,  213,  346,      2171,    2,     0.000
      11525.000,      -6895.000,  214,  347,      2171,    3,     0.000
      11535.000,      -6915.000,  215,  345,      2172,    1,     0.000
      11535.000,      -6905.000,  215,  346,      2172,    2,     0.000
      11535.000,      -6895.000,  215,  347,      2172,    3,     0.000
      11655.000,      -6915.000,  227,  345,      2173,    1,     0.000
      11645.000,      -6905.000,  226,  346,      2173,    2,     0.000
      11635.000,      -6895.000,  225,  347,      2173,    3,     0.000
      11865.000,      -6915.000,  248,  345,      2174,    1,     0.000
      11855.000,      -6905.000,  247,  346,      2174,    2,     0.000
      11845.000,      -6895.000,  246,  347,      2174,    3,     0.000
      11985.000,      -6915.000,  260,  345,      2175,    1,     0.000
      11975.000,      -6905.000,  259,  346,      2175,    2,     0.000
      11965.000,      -6895.000,  258,  347,      2175,    3,     0.000
      11445.000,      -6885.000,  206,  348,      2176,    1,     0.000
      11455.000,      -6885.000,  207,  348,      2176,    2,     0.000
      11465.000,      -6885.000,  208,  348,      2176,    3,     0.000
      11475.000,      -6885.000,  209,  348,      2177,    1,     0.000
      11485.000,      -6885.000,  210,  348,      2177,    2,     0.000
      11495.000,      -6885.000,  211,  348,      2177,    3,     0.000
      11505.000,      -6885.000,  212,  348,      2178,    1,     0.000
      11515.000,      -6875.000,  213,  349,      2178,    2,     0.000
      11525.000,      -6865.000,  214,  350,      2178,    3,     0.000
      11535.000,      -6885.000,  215,  348,      2179,    1,     0.000
      11535.000,      -6875.000,  215,  349,      2179,    2,     0.000
      11535.000,      -6865.000,  215,  350,      2179,    3,     0.000
      11625.000,      -6885.000,  224,  348,      2180,    1,     0.000
      11625.000,      -6875.000,  224,  349,      2180,    2,     0.000
      11625.000,      -6865.000,  224,  350,      2180,    3,     0.000
      11835.000,      -6885.000,  245,  348,      2181,    1,     0.000
      11835.000,      -6875.000,  245,  349,      2181,    2,     0.000
      11835.000,      -6865.000,  245,  350,      2181,    3,     0.000
      11955.000,      -6885.000,  257,  348,      2182,    1,     0.000
      11955.000,      -6875.000,  257,  349,      2182,    2,     0.000
      11955.000,      -6865.000,  257,  350,      2182,    3,     0.000
      11535.000,      -6855.000,  215,  351,      2183,    1,     0.000
      11535.000,      -6845.000,  215,  352,      2183,    2,     0.000
      11535.000,      -6835.000,  215,  353,      2183,    3,     0.000
      11625.000,      -6855.000,  224,  351,      2184,    1,     0.000
      11625.000,      -6845.000,  224,  352,      2184,    2,     0.000
      11625.000,      -6835.000,  224,  353,      2184,    3,     0.000
      11835.000,      -6855.000,  245,  351,      2185,    1,     0.000
      11835.000,      -6845.000,  245,  352,      2185,    2,     0.000
      11835.000,      -6835.000,  245,  353,      2185,    3,     0.000
      11955.000,      -6855.000,  257,  351,      2186,    1,     0.000
      11965.000,      -6845.000,  258,  352,      2186,    2,     0.000
      11975.000,      -6835.000,  259,  353,      2186,    3,     0.000
      11535.000,      -6825.000,  215,  354,      2187,    1,     0.000
      11535.000,      -6815.000,  215,  355,      2187,    2,     0.000
      11535.000,      -6805.000,  215,  356,      2187,    3,     0.000
      11625.000,      -6825.000,  224,  354,      2188,    1,     0.000
      11615.000,      -6815.000,  223,  355,      2188,    2,     0.000
      11605.000,      -6805.000,  222,  356,      2188,    3,     0.000
      11835.000,      -6825.000,  245,  354,      2189,    1,     0.000
      11835.000,      -6815.000,  245,  355,      2189,    2,     0.000
      11835.000,      -6805.000,  245,  356,      2189,    3,     0.000
      11985.000,      -6825.000,  260,  354,      2190,    1,     0.000
      11985.000,      -6815.000,  260,  355,      2190,    2,     0.000
      11985.000,      -6805.000,  260,  356,      2190,    3,     0.000
      11535.000,      -6795.000,  215,  357,      2191,    1,     0.000
      11535.000,      -6785.000,  215,  358,      2191,    2,     0.000
      11535.000,      -6775.000,  215,  359,      2191,    3,     0.000
      11595.000,      -6795.000,  221,  357,      2192,    1,     0.000
      11585.000,      -6785.000,  220,  358,      2192,    2,     0.000
      11575.000,      -6775.000,  219,  359,      2192,    3,     0.000
      11715.000,      -6795.000,  233,  357,      2193,    1,     0.000
      11705.000,      -6785.000,  232,  358,      2193,    2,     0.000
      11695.000,      -6775.000,  231,  359,      2193,    3,     0.000
      11835.000,      -6795.000,  245,  357,      2194,    1,     0.000
      11835.000,      -6785.000,  245,  358,      2194,    2,     0.000
      11835.000,      -6775.000,  245,  359,      2194,    3,     0.000
      11985.000,      -6795.000,  260,  357,      2195,    1,     0.000
      11985.000,      -6785.000,  260,  358,      2195,    2,     0.000
      11985.000,      -6775.000,  260,  359,      2195,    3,     0.000
      11535.000,      -6765.000,  215,  360,      2196,    1,     0.000
      11545.000,      -6755.000,  216,  361,      2196,    2,     0.000
      11555.000,      -6745.000,  217,  362,      2196,    3,     0.000
      11565.000,      -6765.000,  218,  360,      2197,    1,     0.000
      11565.000,      -6755.000,  218,  361,      2197,    2,     0.000
      11565.000,      -6745.000,  218,  362,      2197,    3,     0.000
      11685.000,      -6765.000,  230,  360,      2198,    1,     0.000
      11685.000,      -6755.000,  230,  361,      2198,    2,     0.000
      11685.000,      -6745.000,  230,  362,      2198,    3,     0.000
      11835.000,      -6765.000,  245,  360,      2199,    1,     0.000
      11835.000,      -6755.000,  245,  361,      2199,    2,     0.000
      11835.000,      -6745.000,  245,  362,      2199,    3,     0.000
      11985.000,      -6765.000,  260,  360,      2200,    1,     0.000
      11985.000,      -6755.000,  260,  361,      2200,    2,     0.000
      11985.000,      -6745.000,  260,  362,      2200,    3,     0.000
      12015.000,      -6765.000,  263,  360,      2201,    1,     0.000
      12005.000,      -6755.000,  262,  361,      2201,    2,     0.000
      11995.000,      -6745.000,  261,  362,      2201,    3,     0.000
      12045.000,      -6765.000,  266,  360,      2202,    1,     0.000
      12035.000,      -6765.000,  265,  360,      2202,    2,     0.000
      12025.000,      -6765.000,  264,  360,      2202,    3,     0.000
      12075.000,      -6765.000,  269,  360,      2203,    1,     0.000
      12065.000,      -6765.000,  268,  360,      2203,    2,     0.000
      12055.000,      -6765.000,  267,  360,      2203,    3,     0.000
      11565.000,      -6735.000,  218,  363,      2204,    1,     0.000
      11575.000,      -6725.000,  219,  364,      2204,    2,     0.000
      11585.000,      -6715.000,  220,  365,      2204,    3,     0.000
