                time,                rain,               out_t,              out_qs,               out_q,            out_eva1,            out_eva2,              sum_hs,               sum_h,              sum_pw,     slope,    debris,       fs2,    out_q1d   out_h1d
  time(s)=    114000,   0.2178955786E+007,   0.9386249616E+006,   0.1003886357E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9243463279E+006,   0.4239770104E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1014033833E+007,   0.2265017849E+006
  time(s)=    114600,   0.2179211379E+007,   0.9352497039E+006,   0.1004345495E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9209770727E+006,   0.4229176262E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1018613893E+007,   0.2255524202E+006
  time(s)=    115200,   0.2179323120E+007,   0.9317856526E+006,   0.1004770564E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9175319198E+006,   0.4206027147E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1023158295E+007,   0.2245835781E+006
  time(s)=    115800,   0.2180564002E+007,   0.9294233689E+006,   0.1005847031E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9151287467E+006,   0.4236151904E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1027624860E+007,   0.2237201082E+006
  time(s)=    116400,   0.2186452116E+007,   0.9314761624E+006,   0.1010229757E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9170461310E+006,   0.4327733803E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1032029704E+007,   0.2231510048E+006
  time(s)=    117000,   0.2208071504E+007,   0.9486231769E+006,   0.1019181835E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9338824341E+006,   0.4548924429E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1036409047E+007,   0.2232444876E+006
  time(s)=    117600,   0.2210700109E+007,   0.9469142143E+006,   0.1023435878E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9322475378E+006,   0.4432317633E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1040779688E+007,   0.2232104535E+006
  time(s)=    118200,   0.2212349791E+007,   0.9444843578E+006,   0.1026331957E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9298280475E+006,   0.4392990746E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1045100723E+007,   0.2229685758E+006
  time(s)=    118800,   0.2218261252E+007,   0.9462122751E+006,   0.1030547381E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9314282224E+006,   0.4478578866E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1049380622E+007,   0.2228723128E+006
  time(s)=    119400,   0.2246671829E+007,   0.9697044074E+006,   0.1040874551E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9545625143E+006,   0.4733147592E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1053626943E+007,   0.2235452485E+006
  time(s)=    120000,   0.2267448412E+007,   0.9852837616E+006,   0.1054130081E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9699673625E+006,   0.4775098284E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1057856819E+007,   0.2245128667E+006
  time(s)=    120600,   0.2280278128E+007,   0.9930288749E+006,   0.1065909005E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9776216370E+006,   0.4748147791E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1062036062E+007,   0.2254175879E+006
  time(s)=    121200,   0.2284379105E+007,   0.9922243064E+006,   0.1070896767E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9767695551E+006,   0.4745783650E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1066243986E+007,   0.2261140386E+006
  time(s)=    121800,   0.2287374052E+007,   0.9904455930E+006,   0.1072723783E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9749810327E+006,   0.4737322551E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1070445903E+007,   0.2266852244E+006
  time(s)=    122400,   0.2288077146E+007,   0.9865864801E+006,   0.1073915380E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9711526679E+006,   0.4694658394E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1074595089E+007,   0.2270980131E+006
  time(s)=    123000,   0.2289030410E+007,   0.9831084039E+006,   0.1074828625E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9676714184E+006,   0.4688699211E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1078722300E+007,   0.2274019773E+006
  time(s)=    123600,   0.2289226641E+007,   0.9790168197E+006,   0.1075489733E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9636086032E+006,   0.4653319118E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1082855434E+007,   0.2275564323E+006
  time(s)=    124200,   0.2289741731E+007,   0.9753456014E+006,   0.1076394652E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9599389032E+006,   0.4642751675E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1086944587E+007,   0.2276535052E+006
  time(s)=    124800,   0.2291704266E+007,   0.9731481399E+006,   0.1078471959E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9577114268E+006,   0.4651993450E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1091067900E+007,   0.2276902269E+006
  time(s)=    125400,   0.2291911757E+007,   0.9692991971E+006,   0.1079084246E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9538831905E+006,   0.4625164215E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1095168462E+007,   0.2276456810E+006
  time(s)=    126000,   0.2292079951E+007,   0.9655039433E+006,   0.1079633593E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9500996783E+006,   0.4607928989E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1099258026E+007,   0.2275194081E+006
  time(s)=    126600,   0.2292216206E+007,   0.9617506706E+006,   0.1080157793E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9463565807E+006,   0.4592511975E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1103379358E+007,   0.2272874939E+006
  time(s)=    127200,   0.2293053931E+007,   0.9587148232E+006,   0.1080845565E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9433021493E+006,   0.4604218293E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1107497434E+007,   0.2270428557E+006
  time(s)=    127800,   0.2295340420E+007,   0.9570683472E+006,   0.1082614497E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9416025362E+006,   0.4639665968E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1111600570E+007,   0.2268727766E+006
  time(s)=    128400,   0.2352628621E+007,   0.1008839867E+007,   0.1098629740E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9926581771E+006,   0.5195392668E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1115733930E+007,   0.2282590286E+006
  time(s)=    129000,   0.2575170086E+007,   0.1220780978E+007,   0.1136675496E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1202766744E+007,   0.6647478781E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1119902053E+007,   0.2346930426E+006
  time(s)=    129600,   0.2624861767E+007,   0.1260605516E+007,   0.1173105787E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1242722915E+007,   0.6151543138E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1124092293E+007,   0.2403679187E+006
  time(s)=    130200,   0.2641059003E+007,   0.1267794512E+007,   0.1201481719E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1249633545E+007,   0.6146150046E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1128343547E+007,   0.2451232965E+006
  time(s)=    130800,   0.2642403901E+007,   0.1260468223E+007,   0.1219651223E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1242122361E+007,   0.6149349834E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1132681150E+007,   0.2494548283E+006
  time(s)=    131400,   0.2642976276E+007,   0.1252537533E+007,   0.1229450191E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1234049819E+007,   0.6193212699E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1137075244E+007,   0.2535625575E+006
  time(s)=    132000,   0.2657421106E+007,   0.1258222680E+007,   0.1240280331E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1239454591E+007,   0.6365285891E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1141501812E+007,   0.2578960926E+006
  time(s)=    132600,   0.2770822363E+007,   0.1359925591E+007,   0.1266967952E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1340024322E+007,   0.7231589809E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1145994294E+007,   0.2651056455E+006
  time(s)=    133200,   0.3010069176E+007,   0.1582059877E+007,   0.1311490868E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1560248327E+007,   0.8696641516E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1150567912E+007,   0.2776468647E+006
  time(s)=    133800,   0.3301971551E+007,   0.1850965394E+007,   0.1372172791E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1827047542E+007,   0.1019612335E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1155312181E+007,   0.2958935465E+006
  time(s)=    134400,   0.3669626873E+007,   0.2188038690E+007,   0.1456928211E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.2161357945E+007,   0.1211146253E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1160329238E+007,   0.3214446941E+006
  time(s)=    135000,   0.4013796681E+007,   0.2495434168E+007,   0.1557642023E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.2466016189E+007,   0.1384155831E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1165729592E+007,   0.3528108534E+006
  time(s)=    135600,   0.4324657280E+007,   0.2763181660E+007,   0.1668106047E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.2730682936E+007,   0.1581766390E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1171622006E+007,   0.3900261970E+006
  time(s)=    136200,   0.4843880040E+007,   0.3222754422E+007,   0.1803757563E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.3184383974E+007,   0.2033287217E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1178213688E+007,   0.4430632159E+006
  time(s)=    136800,   0.5517887790E+007,   0.3811395777E+007,   0.1972737308E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.3765058039E+007,   0.2661036429E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1186042297E+007,   0.5205710934E+006
  time(s)=    137400,   0.6151932944E+007,   0.4333777776E+007,   0.2167321436E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.4277908335E+007,   0.3419622589E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1195948201E+007,   0.6223024148E+006
  time(s)=    138000,   0.6817605982E+007,   0.4849954256E+007,   0.2373461117E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.4781186568E+007,   0.4503307703E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1209601376E+007,   0.7581291790E+006
  time(s)=    138600,   0.7263075663E+007,   0.5119885823E+007,   0.2583208465E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.5040513570E+007,   0.5354016899E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1230227080E+007,   0.9130219332E+006
  time(s)=    139200,   0.7645431048E+007,   0.5297836400E+007,   0.2791591541E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.5206238594E+007,   0.6368189124E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1263403088E+007,   0.1084236116E+007
  time(s)=    139800,   0.7864331364E+007,   0.5297326489E+007,   0.2985211199E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.5196830374E+007,   0.7064400388E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1320082786E+007,   0.1246958190E+007
  time(s)=    140400,   0.8121496557E+007,   0.5317412351E+007,   0.3162776333E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.5206851996E+007,   0.7893259207E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1413614338E+007,   0.1390494888E+007
  time(s)=    141000,   0.8796453408E+007,   0.5700401960E+007,   0.3347851257E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.5570871763E+007,   0.9605168445E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1551280217E+007,   0.1544772941E+007
  time(s)=    141600,   0.9627146060E+007,   0.6179713202E+007,   0.3554721126E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.6029907739E+007,   0.1142582524E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1734774870E+007,   0.1712629167E+007
  time(s)=    142200,   0.1037950521E+008,   0.6541094667E+007,   0.3783823909E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.6375305786E+007,   0.1279506420E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1967260103E+007,   0.1871083045E+007
  time(s)=    142800,   0.1114033282E+008,   0.6870966302E+007,   0.4035162413E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.6687804390E+007,   0.1428102870E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2254586083E+007,   0.2014665430E+007
  time(s)=    143400,   0.1188946392E+008,   0.7149582401E+007,   0.4301940120E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.6945793525E+007,   0.1607694750E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2602350560E+007,   0.2137362623E+007
  time(s)=    144000,   0.1277687844E+008,   0.7506137855E+007,   0.4591889679E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.7268876734E+007,   0.1913422246E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.3005722619E+007,   0.2264778917E+007
  time(s)=    144600,   0.1349230629E+008,   0.7681848826E+007,   0.4899969356E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.7416712255E+007,   0.2161368781E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.3452481045E+007,   0.2357667491E+007
  time(s)=    145200,   0.1426582913E+008,   0.7903779140E+007,   0.5214180282E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.7580679161E+007,   0.2709581759E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.3931505072E+007,   0.2430155362E+007
  time(s)=    145800,   0.1478543538E+008,   0.7876225042E+007,   0.5517972063E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.7530145372E+007,   0.2908999493E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.4440884356E+007,   0.2467847127E+007
  time(s)=    146400,   0.1505277875E+008,   0.7648692685E+007,   0.5787231745E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.7294927916E+007,   0.2958924517E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.4966051128E+007,   0.2437495268E+007
  time(s)=    147000,   0.1532615331E+008,   0.7426059864E+007,   0.6022911285E+005,   0.1991883665E+001,   0.0000000000E+000,   0.0000000000E+000,   0.7088144729E+007,   0.2776840310E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.5513959847E+007,   0.2385474164E+007
  time(s)=    147600,   0.1573796245E+008,   0.7344694743E+007,   0.6240127542E+005,   0.1112908322E+002,   0.0000000000E+000,   0.0000000000E+000,   0.7007607839E+007,   0.2746744994E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.6047561099E+007,   0.2344971083E+007
  time(s)=    148200,   0.1598505025E+008,   0.7106908208E+007,   0.6439984569E+005,   0.2372225827E+002,   0.0000000000E+000,   0.0000000000E+000,   0.6810920916E+007,   0.2315637241E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.6583756222E+007,   0.2293541690E+007
  time(s)=    148800,   0.1620830801E+008,   0.6898795344E+007,   0.6624490328E+005,   0.3654675756E+002,   0.0000000000E+000,   0.0000000000E+000,   0.6615975556E+007,   0.2165383379E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.7092712890E+007,   0.2215900506E+007
  time(s)=    149400,   0.1641913817E+008,   0.6682307323E+007,   0.6797950616E+005,   0.4809001656E+002,   0.0000000000E+000,   0.0000000000E+000,   0.6429595625E+007,   0.1846841025E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.7586239618E+007,   0.2149600838E+007
  time(s)=    150000,   0.1675360202E+008,   0.6602284959E+007,   0.6967532848E+005,   0.5875246526E+002,   0.0000000000E+000,   0.0000000000E+000,   0.6356282004E+007,   0.1762688741E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.8050661530E+007,   0.2099610992E+007
  time(s)=    150600,   0.1703125564E+008,   0.6483264750E+007,   0.7135077693E+005,   0.6773966725E+002,   0.0000000000E+000,   0.0000000000E+000,   0.6246006666E+007,   0.1658395670E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.8485221920E+007,   0.2061671145E+007
  time(s)=    151200,   0.1737343993E+008,   0.6434699376E+007,   0.7299291847E+005,   0.7486136459E+002,   0.0000000000E+000,   0.0000000000E+000,   0.6195465709E+007,   0.1661658871E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.8895251989E+007,   0.2042337150E+007
  time(s)=    151800,   0.1760691560E+008,   0.6300473420E+007,   0.7461283010E+005,   0.8041506204E+002,   0.0000000000E+000,   0.0000000000E+000,   0.6066837767E+007,   0.1589424074E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.9289273064E+007,   0.2015966727E+007
  time(s)=    152400,   0.1804233653E+008,   0.6350921061E+007,   0.7631873778E+005,   0.8549449110E+002,   0.0000000000E+000,   0.0000000000E+000,   0.6105903178E+007,   0.1686136503E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.9673142518E+007,   0.2017009358E+007
  time(s)=    153000,   0.1840762160E+008,   0.6331858470E+007,   0.7808895710E+005,   0.8786935080E+002,   0.0000000000E+000,   0.0000000000E+000,   0.6084877355E+007,   0.1688042881E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1005101864E+008,   0.2023421154E+007
  time(s)=    153600,   0.1861295601E+008,   0.6181281119E+007,   0.7975686615E+005,   0.8786935080E+002,   0.0000000000E+000,   0.0000000000E+000,   0.5940124209E+007,   0.1613121740E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1042191133E+008,   0.2008387297E+007
  time(s)=    154200,   0.1881514976E+008,   0.6043267085E+007,   0.8132766612E+005,   0.8786935080E+002,   0.0000000000E+000,   0.0000000000E+000,   0.5802242266E+007,   0.1596092842E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1078645794E+008,   0.1983993950E+007
  time(s)=    154800,   0.1899036830E+008,   0.5895754622E+007,   0.8281476169E+005,   0.8786935080E+002,   0.0000000000E+000,   0.0000000000E+000,   0.5657270797E+007,   0.1555811941E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1114605549E+008,   0.1947074543E+007
  time(s)=    155400,   0.1910977826E+008,   0.5716283583E+007,   0.8423057870E+005,   0.8786935080E+002,   0.0000000000E+000,   0.0000000000E+000,   0.5486268717E+007,   0.1456964180E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1149742462E+008,   0.1894537005E+007
  time(s)=    156000,   0.1942350205E+008,   0.5717692778E+007,   0.8567730449E+005,   0.8786935080E+002,   0.0000000000E+000,   0.0000000000E+000,   0.5478002900E+007,   0.1539247034E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1183768985E+008,   0.1866529932E+007
  time(s)=    156600,   0.1978673339E+008,   0.5757501461E+007,   0.8726271771E+005,   0.8786935080E+002,   0.0000000000E+000,   0.0000000000E+000,   0.5508385144E+007,   0.1617657291E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1216459986E+008,   0.1862985902E+007
  time(s)=    157200,   0.2001065378E+008,   0.5674757426E+007,   0.8889753142E+005,   0.8786935080E+002,   0.0000000000E+000,   0.0000000000E+000,   0.5427705550E+007,   0.1580664750E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1247880286E+008,   0.1855397276E+007
  time(s)=    157800,   0.2027426246E+008,   0.5633562216E+007,   0.9052701283E+005,   0.8786935080E+002,   0.0000000000E+000,   0.0000000000E+000,   0.5384776140E+007,   0.1581711934E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1278823033E+008,   0.1850721627E+007
  time(s)=    158400,   0.2055408915E+008,   0.5610874632E+007,   0.9217384892E+005,   0.8786935080E+002,   0.0000000000E+000,   0.0000000000E+000,   0.5361667653E+007,   0.1569452611E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1309814407E+008,   0.1843274904E+007
  time(s)=    159000,   0.2078359622E+008,   0.5544654489E+007,   0.9377095619E+005,   0.8786935080E+002,   0.0000000000E+000,   0.0000000000E+000,   0.5293657891E+007,   0.1571377724E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1340624276E+008,   0.1830852972E+007
  time(s)=    159600,   0.2108748868E+008,   0.5550067394E+007,   0.9536882095E+005,   0.8786935080E+002,   0.0000000000E+000,   0.0000000000E+000,   0.5296479972E+007,   0.1581307320E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1370951752E+008,   0.1826007697E+007
  time(s)=    160200,   0.2137165085E+008,   0.5535679869E+007,   0.9699523428E+005,   0.8786935080E+002,   0.0000000000E+000,   0.0000000000E+000,   0.5277151721E+007,   0.1614450445E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1400969347E+008,   0.1824329911E+007
  time(s)=    160800,   0.2155003447E+008,   0.5430634999E+007,   0.9853320342E+005,   0.8786935080E+002,   0.0000000000E+000,   0.0000000000E+000,   0.5173895604E+007,   0.1581183223E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1430549037E+008,   0.1811912433E+007
  time(s)=    161400,   0.2170022611E+008,   0.5310827405E+007,   0.9992730183E+005,   0.8909948745E+002,   0.0000000000E+000,   0.0000000000E+000,   0.5057948972E+007,   0.1528620318E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1459897060E+008,   0.1788383345E+007
  time(s)=    162000,   0.2192805223E+008,   0.5266175780E+007,   0.1012876472E+006,   0.9099114340E+002,   0.0000000000E+000,   0.0000000000E+000,   0.5007669342E+007,   0.1571278001E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1489113181E+008,   0.1768649200E+007
  time(s)=    162600,   0.2213911347E+008,   0.5211678390E+007,   0.1026250217E+006,   0.9223753458E+002,   0.0000000000E+000,   0.0000000000E+000,   0.4955113962E+007,   0.1538471687E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1517730670E+008,   0.1747984338E+007
  time(s)=    163200,   0.2232196390E+008,   0.5136441861E+007,   0.1039251263E+006,   0.9363316565E+002,   0.0000000000E+000,   0.0000000000E+000,   0.4881225962E+007,   0.1511971395E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1545442980E+008,   0.1728901571E+007
  time(s)=    163800,   0.2257147576E+008,   0.5123714852E+007,   0.1051882159E+006,   0.9364751268E+002,   0.0000000000E+000,   0.0000000000E+000,   0.4864592126E+007,   0.1538408621E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1572978969E+008,   0.1715731765E+007
  time(s)=    164400,   0.2289804117E+008,   0.5176354354E+007,   0.1065393147E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.4908549844E+007,   0.1611705204E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1600020484E+008,   0.1719196239E+007
  time(s)=    165000,   0.2312869067E+008,   0.5150230509E+007,   0.1078777211E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.4895013715E+007,   0.1472443982E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1626643965E+008,   0.1709698472E+007
  time(s)=    165600,   0.2334127060E+008,   0.5121888033E+007,   0.1090847029E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.4878997854E+007,   0.1337108016E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1653248191E+008,   0.1684547989E+007
  time(s)=    166200,   0.2353481526E+008,   0.5086910574E+007,   0.1101519094E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.4850309896E+007,   0.1263540937E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1679816306E+008,   0.1647360243E+007
  time(s)=    166800,   0.2362579047E+008,   0.4969131345E+007,   0.1110600694E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.4738310309E+007,   0.1196662913E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1706113983E+008,   0.1593111006E+007
  time(s)=    167400,   0.2365220717E+008,   0.4805246316E+007,   0.1117705179E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.4579096606E+007,   0.1142845179E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1731142130E+008,   0.1533105267E+007
  time(s)=    168000,   0.2369507661E+008,   0.4669092560E+007,   0.1122986684E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.4445884913E+007,   0.1108143037E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1754890938E+008,   0.1474616109E+007
  time(s)=    168600,   0.2372323091E+008,   0.4529403817E+007,   0.1127409616E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.4309403299E+007,   0.1071648814E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1777407021E+008,   0.1417275468E+007
  time(s)=    169200,   0.2373677076E+008,   0.4386919568E+007,   0.1130847696E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.4170392581E+007,   0.1033475422E+006,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1798390897E+008,   0.1363440547E+007
  time(s)=    169800,   0.2373733726E+008,   0.4242852038E+007,   0.1133317445E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.4029605421E+007,   0.9982019814E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1818017370E+008,   0.1311790835E+007
